company_id;udalennost_sklada_postavshchika_ot_zakazchika;nalichie_sobstvennogo_avtoparka_logisticheskikh_setei_i_podryadchikov;nalichie_i_dostatochnost_proizvodstvennykh_ofisnykh_i_skladskikh_ploshchadei;opyt_raboty_predpriyatiya_po_izgotovleniyu_analogichnoy_produktsii;uroven_tseny_zayavki;finansovaya_zavisimost;stabilnost_denezhnykh_potokov
899;505;0;0;44;6200000;0.54;0.7
900;136;1;0;43;3600000;0.77;0.78
901;505;0;0;12;9800000;0.05;0.54
902;370;1;0;4;9600000;0.8;0.06
903;802;0;0;23;3600000;0.34;0.36
904;361;1;1;22;4200000;0.11;0.67
905;496;0;1;24;7800000;0.12;0.47
906;901;1;0;44;6800000;0.06;0.24
907;928;1;1;14;1500000;0.17;0.21
908;568;1;0;40;5900000;0.1;0.1
909;388;0;0;2;9500000;0;0.1
910;100;0;1;18;400000;0.9;0.66
911;523;1;0;0;1500000;0.2;0.12
912;640;0;0;36;8900000;0.88;0.77
913;676;1;1;28;8100000;0.52;0.98
914;325;0;0;46;7300000;0.8;0.53
915;226;1;1;30;8500000;0.42;0.21
916;469;0;1;21;1400000;0.17;0.23
918;919;0;0;42;2400000;0.01;0.18
919;127;1;1;44;9800000;0.72;0.59
920;739;0;0;12;3000000;0.02;0.8
921;496;0;1;40;5300000;0.1;0.37
922;181;0;1;27;500000;0.34;0.51
923;919;0;0;12;1600000;0.7;0.24
925;550;0;1;34;2000000;0.56;0.7
926;334;0;0;18;8500000;0.28;0.36
927;190;1;0;14;6400000;0.25;0.17
928;496;1;1;44;300000;0.02;0.59
929;379;1;1;16;600000;0.97;0.04
930;703;0;1;37;7400000;0.9;0.13
931;217;0;0;30;9700000;0.78;0.09
932;946;0;1;44;1400000;0.02;0.53
933;874;0;0;26;2200000;0.2;0.46
934;757;0;1;43;9600000;0.11;0.2
935;496;1;1;44;5000000;0.93;0.57
936;442;0;0;25;5200000;0.66;0.95
937;577;1;0;42;7900000;0.98;0.49
938;298;1;1;46;9600000;0.93;0.07
939;595;1;1;22;1900000;0.92;0.74
941;316;0;0;10;6700000;0.93;0.61
942;829;0;1;40;6300000;0.51;0.36
943;577;1;1;2;2300000;0.7;0.66
945;343;0;0;4;9500000;0.18;0.75
946;919;1;1;2;9300000;0.6;0.36
947;316;1;0;28;2400000;0.47;0.86
948;595;0;1;12;9600000;0.26;0.01
949;460;0;1;22;5100000;0.68;0.33
950;307;0;1;22;7700000;0.72;0.5
951;550;0;1;30;2800000;0.67;0.68
952;766;0;0;13;5300000;0.83;0.09
953;973;1;0;7;8200000;0.83;0.28
954;325;0;0;26;2800000;0.27;0.58
955;568;0;0;12;2000000;0.75;0.25
956;577;1;0;30;3500000;0.14;0.39
958;208;0;0;1;4300000;0.72;0.36
959;325;1;0;18;600000;0.18;0.84
960;442;0;0;14;3500000;0.88;0.45
962;244;0;1;13;4000000;0.62;0.9
963;190;1;1;20;2100000;0.25;0.34
964;235;0;1;14;8000000;0.6;0.13
965;793;1;0;44;2000000;0.94;0.87
966;964;0;0;18;2700000;0.45;0.49
968;793;0;1;14;5500000;0.43;0.97
969;298;0;0;46;3800000;0.05;0.13
970;802;1;0;5;1500000;0.44;0.58
972;622;0;1;24;9100000;0.18;0.41
973;874;1;1;40;800000;0.6;0.68
974;604;1;1;4;7300000;0.59;0.2
977;658;0;0;35;1900000;0.26;0.54
978;640;1;1;14;3400000;0.04;0.95
979;568;1;1;0;6600000;0.49;0.68
980;739;1;0;48;1700000;0.74;0.83
982;478;0;1;41;2400000;0.48;0.09
983;451;1;0;34;2300000;0.63;0.5
984;451;0;1;34;3700000;0.8;0.16
986;676;0;1;36;3800000;0.2;0.1
987;136;0;0;28;1900000;0.88;0.68
988;325;0;1;16;7200000;0.66;0.56
989;874;0;0;49;0;0.65;0.63
990;901;1;0;12;4000000;0.1;0.71
991;190;0;1;36;4800000;0.9;0.34
992;406;0;0;14;8600000;0.09;0.81
995;370;0;0;48;9100000;0.42;0.43
996;964;0;1;1;3900000;0.64;0
997;838;0;0;39;1200000;0.93;0.76
999;370;0;0;10;2000000;0.8;0.21
1000;469;1;0;40;2000000;0.35;0.54
1001;703;1;1;24;6400000;0.71;0.52
1002;541;0;0;32;6600000;0.65;0.17
1003;514;1;0;32;7400000;0.17;0.32
1004;505;0;0;42;1400000;0.71;0.85
1006;226;1;0;45;2600000;0.45;0.22
1008;847;1;0;6;7000000;0.35;0.58
1010;946;0;1;34;3600000;0.96;0.95
1011;532;1;1;12;3700000;0.68;0.88
1013;703;0;1;5;7000000;0.33;0.67
1014;829;0;0;0;2300000;0.82;0.15
1015;919;0;0;26;8300000;0.69;0.52
1017;883;1;0;12;4400000;0.05;0.14
1018;676;0;0;9;6500000;0.16;0.66
1019;550;1;1;31;3000000;0.02;0.71
1021;487;1;0;8;4500000;0.08;0.58
1022;622;1;0;40;5500000;0.08;0.98
1023;721;1;0;33;7500000;0.36;0.68
1024;685;0;1;6;3700000;0.59;0.21
1026;658;0;0;12;300000;0.69;0.64
1027;190;1;1;34;5700000;0.83;0.04
1028;586;1;1;14;4200000;0.29;0.88
1029;685;0;1;36;6900000;0.26;0.44
1031;847;0;1;24;1200000;0.75;0.09
1032;352;1;0;32;7600000;0.38;0.61
1033;766;0;0;25;9400000;0.05;0.49
1034;577;0;1;30;5600000;0.47;0.54
1035;730;1;0;47;4100000;0.73;0.03
1036;838;0;0;14;8900000;0.89;0.47
1037;235;1;1;15;400000;0.41;0.21
1038;505;0;0;28;5400000;0.35;0.57
1039;541;0;0;30;6500000;0.92;0.64
1040;775;0;1;16;1200000;0.75;0.91
1041;415;0;0;35;2600000;0.95;0.95
1042;766;0;1;36;1500000;0.84;0.85
1043;199;0;1;30;600000;0.21;0.32
1044;235;0;0;28;100000;0.06;0.62
1045;199;1;1;36;200000;0.59;0.42
1046;811;1;0;4;2800000;0.21;0.74
1047;991;0;1;48;6400000;0.87;0.34
1048;586;1;1;26;4200000;0.32;0.38
1049;514;1;1;7;8300000;0.27;0.32
1050;577;1;1;14;800000;0.46;0.65
1051;604;1;0;34;7800000;0.64;0.08
1052;604;1;0;25;9000000;0.08;0.29
1053;811;0;0;13;7500000;0.41;0.43
1054;847;1;1;22;3700000;0.35;0.72
1055;451;1;1;18;700000;0.47;0.08
1056;964;1;0;40;5900000;0.26;0.26
1057;325;0;0;6;9000000;0.81;0.25
1058;127;1;1;36;400000;0.6;0.45
1059;892;0;1;34;7500000;0.13;0.81
1060;658;1;0;19;9400000;0.14;0.74
1062;955;1;1;43;10000000;0.07;0.71
1063;559;0;1;20;1700000;0.01;0.68
1064;271;0;0;44;6000000;0.35;0.18
1065;181;1;1;12;2100000;0.73;0.42
1066;316;1;0;18;3600000;0.51;0.83
1067;145;0;1;29;9900000;0.99;0.74
1069;559;0;1;8;4000000;0.13;0.8
1070;523;0;1;27;9800000;0.41;0.31
1071;262;0;1;38;4000000;0.12;0.23
1073;460;1;1;0;3400000;0.13;0.48
1074;343;0;0;10;1100000;0.16;0.91
1075;109;0;1;9;7500000;0.22;0.99
1076;523;1;1;34;8400000;0.22;0.32
1077;703;1;1;4;400000;0.97;0.71
1078;280;1;0;14;0;0.35;0.97
1081;919;1;0;14;4900000;0.31;0.74
1082;559;1;0;22;6800000;0.57;0.58
1083;163;1;0;34;7600000;0.23;0.16
1084;703;1;0;35;7400000;0.47;0.55
1085;712;0;1;40;4000000;0.63;0.69
1086;262;1;1;39;9300000;0.21;0.31
1087;325;0;0;48;9400000;0.02;0.51
1092;532;0;1;12;2900000;0.65;0.64
1093;325;0;0;35;9900000;0.69;0.11
1094;145;1;0;10;1300000;0.61;0.78
1098;847;1;1;36;3400000;0.44;0.02
1100;271;0;1;26;5200000;0.3;0.52
1101;460;0;1;16;7200000;0.42;0.28
1102;127;0;0;6;6500000;0.73;0.34
1103;694;0;0;50;7500000;0.9;0.84
1104;433;1;0;42;2000000;0.52;0.86
1106;649;1;0;10;3600000;0.9;0.29
1107;118;1;1;0;4700000;0.25;0.59
1109;946;1;0;2;3200000;0.74;0.53
1110;757;1;1;12;7400000;0.73;0.9
1111;883;1;1;38;3000000;0.93;0.75
1112;802;1;0;28;3500000;0.66;0.85
1113;298;0;0;42;9700000;0.07;0.78
1115;514;1;1;8;7200000;0.68;0.23
1116;379;0;0;30;5100000;0.07;0.94
1118;190;1;0;44;1900000;0.85;0.61
1119;775;0;1;17;2800000;0.28;0.21
1120;982;0;1;12;100000;0.32;0.36
1121;343;0;1;8;8600000;0.49;0.8
1122;316;1;0;30;2800000;0.22;0.22
1123;433;0;1;26;7600000;0.19;0.29
1124;874;0;1;12;6800000;0.05;0.43
1125;199;0;0;27;3000000;0.79;0.96
1126;406;0;0;26;7300000;0.97;0.4
1127;325;1;1;48;4000000;0.81;0.65
1128;613;0;1;32;1900000;0.88;0.45
1129;685;1;1;19;1600000;0.72;0.43
1130;667;0;0;14;5400000;0.99;0.67
1131;865;1;0;31;1300000;0.32;0.26
1133;613;0;1;38;1800000;0.03;0.76
1134;523;0;1;5;9000000;0.08;0.53
1135;865;0;1;4;6100000;0.59;0.63
1136;829;0;0;16;9200000;0.37;0.45
1137;694;0;0;40;7700000;0.86;0.54
1138;334;1;0;30;9500000;0.07;0.44
1141;919;0;0;42;8000000;0.05;0.99
1143;712;1;0;32;5900000;0.52;0.2
1144;811;0;0;35;1700000;0.33;0.47
1145;640;1;0;32;8900000;0.08;0.53
1147;433;0;0;46;7300000;0.03;0.11
1148;982;1;1;49;600000;0.07;0.58
1150;433;1;0;34;7400000;0.5;0.76
1152;361;0;0;30;3900000;0.34;0.09
1158;109;1;0;36;9300000;0.35;0.18
1159;802;1;0;48;7300000;0.23;0.83
1160;532;1;1;48;400000;0.11;1
1162;631;0;0;18;1000000;0.07;0.25
1163;820;1;0;2;9600000;0.42;0.84
1164;496;1;0;19;3900000;0.77;0.1
1166;802;1;1;34;5300000;0.85;0.17
1167;712;1;0;2;9600000;0.55;0.54
1168;478;0;1;22;100000;0.48;0.47
1169;802;1;0;6;4300000;0.79;0.84
1171;145;1;0;37;9700000;0.07;0.32
1172;595;1;0;38;8600000;0.68;0.4
1174;442;1;0;27;6900000;0.32;0.4
1176;613;0;0;22;200000;0.13;0.9
1177;388;0;0;22;4300000;0.42;0.15
1178;307;1;0;49;9500000;0.64;0.21
1179;505;0;0;42;2000000;0.17;0.89
1180;946;0;1;22;3800000;0.91;0.18
1182;118;1;1;16;1500000;0.8;0.09
1183;730;1;0;3;4400000;0.33;0.71
1184;208;1;1;46;4900000;0.31;0.98
1185;784;0;1;8;4200000;0.71;0.55
1187;1000;1;0;32;600000;0.83;0.05
1189;208;0;1;38;2100000;0.09;0.6
1190;361;0;0;19;8400000;0.8;0.31
1191;739;0;0;50;5600000;0.52;0.7
1192;910;1;1;12;5700000;0.57;0.42
1193;172;0;1;10;4200000;0.75;0.46
1194;865;1;0;7;5400000;0.49;0.19
1195;244;1;0;46;6600000;0.11;0.51
1196;802;1;0;22;4700000;0.86;0.69
1197;127;0;0;26;6400000;0.99;0.9
1198;415;0;0;10;8800000;0.91;0.31
1201;946;1;1;17;7500000;0.2;0.57
1203;694;1;1;5;2200000;0.24;0.21
1204;406;1;0;4;1900000;0.17;0.98
1205;253;0;0;4;100000;0.08;0.13
1206;280;1;1;13;9600000;0.11;0.46
1207;451;0;0;48;6500000;0.02;0.94
1208;235;0;1;44;8400000;0.37;0.49
1209;811;0;1;22;2800000;0.25;0.61
1210;388;0;0;44;4400000;0.04;0.13
1211;109;1;0;33;9100000;0.61;0.86
1212;145;0;1;5;1500000;0.04;0.25
1213;757;0;0;21;4700000;0.98;0.48
1216;631;0;1;35;2300000;0.14;0.68
1220;613;0;1;1;1200000;0.56;0.61
1221;514;1;0;45;5200000;0.12;0.49
1222;613;1;0;8;1500000;0.76;0.9
1223;937;1;0;5;6300000;0.45;0.53
1225;352;0;1;27;3000000;0.45;0
1227;217;1;0;32;6500000;0.21;0.17
1229;415;0;0;14;3900000;0.24;0.81
1231;775;0;0;1;8300000;0.06;0.56
1232;577;1;0;34;6000000;0.05;0.34
1233;739;0;0;1;7500000;0.38;0.96
1235;415;1;1;3;7700000;0.06;0.3
1236;496;0;0;6;6200000;0.36;0.1
1237;262;0;0;25;5300000;0.15;0.43
1238;640;0;1;2;900000;0.76;0.58
1239;622;1;1;39;8100000;0.78;0.68
1240;802;0;1;20;9100000;0.49;0.39
1242;253;0;0;42;6400000;0.88;0.87
1244;217;0;0;5;1700000;0.21;0.82
1245;757;1;0;8;600000;0.34;0.87
1246;109;1;0;43;1300000;0.43;0.46
1247;676;0;0;41;5200000;0.83;0.87
1248;208;0;0;7;2600000;0.88;0.2
1250;343;0;1;34;5500000;0.97;0.81
1252;298;1;1;37;3900000;0.11;0.69
1253;676;0;1;20;7100000;0.59;0.64
1254;199;0;1;48;5900000;0.33;0.94
1255;991;1;1;0;1100000;0.43;0.88
1256;271;0;0;18;3400000;0.66;0.83
1257;649;1;1;44;3000000;0.03;0.92
1258;757;0;0;28;5200000;0.72;0.56
1264;946;1;1;20;4900000;0.07;0.01
1266;397;0;1;29;9100000;0.38;0.92
1269;172;1;1;2;8100000;0.72;0.41
1270;388;0;0;3;1900000;0.43;0.7
1271;640;0;1;14;2000000;0.27;0.58
1272;361;0;0;10;1700000;1;0.44
1273;892;1;1;39;4400000;0.11;0.5
1274;586;0;1;27;5800000;0.88;0.65
1275;784;0;1;4;6700000;0.42;0.1
1276;568;0;1;21;4300000;0.38;0.66
1277;406;1;1;26;7800000;0.01;0.4
1278;226;1;0;36;9400000;0.77;0.88
1280;613;0;1;30;7200000;0.89;0.79
1281;397;0;1;16;3700000;0.16;0.62
1283;748;1;1;40;9000000;0.09;0.72
1284;388;1;0;22;8200000;0.19;0.14
1285;847;0;1;22;2400000;0.45;0.65
1288;973;0;1;41;4100000;0.96;0.98
1289;883;0;0;10;8300000;0.55;0.05
1290;154;0;1;34;4600000;0.9;0.28
1292;901;1;0;12;3900000;0.27;0.37
1293;226;1;0;45;9100000;0.04;0.96
1294;937;1;0;40;1900000;0.77;0.2
1295;307;1;1;32;900000;0.54;0.79
1298;136;0;0;20;1800000;0.54;0.7
1299;991;1;1;18;4600000;0.09;0.99
1300;784;1;1;40;2000000;0.79;0.05
1301;460;1;0;21;7700000;0.82;0.91
1302;514;1;1;25;100000;0.87;0.72
1304;163;1;1;34;1500000;0.74;0.37
1306;856;0;0;50;7400000;0.23;0.39
1307;100;0;1;50;900000;0.98;0.29
1308;577;0;0;34;3600000;0.09;0.11
1309;874;1;0;13;5500000;0.39;0.5
1310;991;0;1;25;1800000;0.14;0.57
1311;775;0;1;12;7900000;0.53;0.46
1312;667;0;1;18;2700000;0.68;0.03
1313;514;1;1;26;3400000;0.37;0.1
1314;145;1;0;26;9500000;0.85;0.39
1315;136;0;1;6;1200000;0.64;0.44
1317;667;0;0;32;3500000;0.98;0.98
1319;640;1;0;50;9600000;0.29;0.13
1321;712;0;1;1;3600000;0.15;0.98
1322;577;1;0;4;9400000;0.8;0.73
1323;532;0;0;4;6900000;0.36;0.93
1324;271;0;1;14;2100000;0.8;0.31
1325;631;1;0;46;5700000;0.04;0.17
1326;496;1;0;20;8100000;0.43;0.49
1327;622;0;1;19;8800000;0.27;0.59
1328;460;1;1;40;500000;0.28;0.06
1329;253;0;0;13;7500000;0.04;0.19
1330;658;1;0;23;5400000;0.44;0.56
1333;757;0;0;36;3900000;0.78;0.99
1334;640;0;0;24;1500000;0.12;0.59
1335;145;0;1;44;4000000;0.02;0.8
1336;973;0;0;26;4500000;0.17;0.73
1337;424;0;0;39;600000;0.62;0.72
1338;577;0;0;21;1500000;0.8;0.53
1339;145;1;1;47;9100000;0.96;0.86
1340;973;0;1;32;2400000;0.65;0.82
1341;226;1;1;47;3900000;0.23;0.14
1342;667;1;0;4;9300000;0.98;0.83
1344;775;0;1;50;4700000;0.77;0.56
1345;703;1;1;46;4200000;0.66;0.4
1346;622;0;0;8;7600000;0.39;0.22
1348;667;1;1;38;600000;0.83;0.02
1349;478;1;0;18;3800000;0.18;0.05
1350;802;0;0;41;4200000;0.02;0.82
1351;253;1;0;48;7700000;0.89;0.29
1353;559;1;1;4;7800000;0.55;0.67
1354;568;1;1;22;6900000;0.77;0.71
1355;568;1;0;27;5500000;0.63;0.88
1356;217;0;1;21;500000;0.54;0.12
1357;280;1;0;43;6800000;0.91;0.64
1360;946;0;0;8;6800000;0.06;0.16
1362;649;0;1;26;3800000;0.21;0.23
1363;631;0;0;14;4600000;0.53;0.38
1364;199;0;0;19;9700000;0.86;0.12
1365;325;0;1;20;5900000;0.76;0.75
1367;442;1;1;12;7700000;0.36;0.27
1368;730;1;0;46;7100000;0.54;0.4
1369;946;1;1;6;2100000;0.74;0.44
1372;1000;1;0;18;4600000;0.79;0.99
1373;856;1;0;26;7600000;0.62;0.48
1374;775;1;1;18;5000000;0.85;0.63
1375;919;1;1;49;1800000;0.79;0.55
1376;919;0;1;19;2300000;0.48;0.96
1378;514;0;1;45;6000000;0.71;0.17
1379;118;1;0;4;6600000;0.17;0.2
1380;748;1;0;33;2700000;0.77;0.68
1381;451;0;0;38;800000;0.71;0.91
1383;397;1;0;14;300000;0.44;0.14
1385;820;0;1;22;3700000;0.48;0.87
1386;235;0;0;28;9200000;0.62;0.93
1387;514;1;0;6;6700000;0.85;0.01
1389;586;1;1;48;7800000;0.44;0.2
1390;811;0;1;3;6700000;0.37;0.05
1391;712;0;1;17;6000000;0.89;0.42
1393;631;0;0;14;1500000;0.71;0.78
1395;442;1;0;37;400000;0.51;0.36
1396;253;1;0;48;8800000;0.37;0.23
1397;829;1;0;20;6600000;0.78;0.28
1398;982;1;0;10;2700000;0.96;0.16
1399;892;0;0;33;7400000;0.82;0.19
1400;973;1;0;6;6600000;0.46;0.73
1402;658;0;1;4;900000;0.88;0.27
1403;109;0;0;18;6900000;0.02;0.55
1404;217;1;1;8;7100000;0.66;0.8
1405;424;0;1;8;9900000;0.51;0.82
1407;658;1;1;8;5900000;0.01;0.47
1409;793;1;0;28;6500000;0.18;0.84
1410;586;0;1;50;3200000;0.58;0.21
1411;109;1;0;44;9000000;0.84;0.4
1412;946;1;1;45;4200000;0.78;0.28
1419;118;0;0;31;1400000;0.05;0.1
1421;316;0;1;2;5600000;0.32;0.52
1423;820;0;1;31;1500000;0.18;0.14
1426;235;1;0;32;300000;0.85;0.16
1427;451;0;0;22;1100000;0.52;0.4
1429;1000;1;1;48;3800000;0.91;0.99
1430;595;0;1;38;2600000;0.12;0.15
1431;703;1;1;24;8400000;0.36;0.59
1432;460;1;1;14;2800000;0.23;0.63
1433;460;0;1;44;4800000;0.01;0.02
1434;568;1;0;9;9200000;0.07;0.17
1435;991;0;1;12;8100000;0.15;0.66
1436;775;1;0;22;7500000;0.93;0.65
1437;109;0;1;40;100000;0.83;0.65
1438;676;0;0;24;7900000;0.39;0.02
1439;1000;0;0;17;700000;0.23;0.41
1440;451;1;1;2;7700000;0.23;0.07
1441;586;1;0;18;1800000;0.67;0.16
1442;496;0;1;10;4000000;0.55;0.17
1443;703;0;1;42;2200000;0.53;0.84
1444;415;1;0;30;4600000;0.87;0.47
1445;721;1;1;46;5800000;0.69;0.69
1448;496;0;1;20;4500000;0.84;0.51
1449;460;1;0;42;1200000;0.79;0.95
1451;208;1;1;26;700000;0.83;0.13
1452;964;0;0;46;9900000;0.72;0.95
1453;613;0;0;2;8400000;0.84;0.01
1454;739;1;0;24;7700000;0.45;0.88
1455;973;0;1;40;8900000;0.43;0.76
1456;262;1;0;36;4100000;0.32;0.93
1457;676;0;0;46;1600000;0.79;0.93
1458;397;0;0;9;7200000;0.46;0.62
1459;289;1;1;20;2800000;0.84;0.04
1460;226;1;1;25;2600000;0.88;0.48
1461;964;0;1;31;7400000;0.03;0.32
1462;406;1;0;24;2500000;0.68;0.34
1465;622;1;1;28;3300000;0.65;0.02
1467;298;1;1;16;2500000;0.98;0.19
1468;568;1;0;38;5500000;0.36;0.35
1470;640;0;1;2;6900000;0.59;0.02
1471;406;0;0;8;9000000;0.01;0.85
1472;541;0;1;0;700000;0.98;0.69
1474;613;1;0;19;2300000;0.79;0.09
1475;577;1;1;2;4400000;0.08;0.01
1476;712;0;0;16;2800000;0.74;0.12
1477;784;1;0;30;8700000;0.26;0.09
1481;397;0;1;43;100000;0.73;0.64
1482;208;0;1;44;7700000;0.23;0.66
1484;271;0;1;12;4900000;0.88;0.61
1485;757;0;1;21;7200000;0.3;0.55
1486;694;0;0;2;1900000;0.05;0.06
1487;325;1;0;10;2900000;0.08;0.33
1490;883;0;1;47;8400000;0.1;0.51
1492;217;1;0;27;300000;0.04;0.64
1493;244;0;1;2;1500000;0.84;0.87
1494;442;0;0;38;4000000;0.15;0.51
1495;613;1;1;2;5100000;0.2;0.63
1496;406;1;1;24;8900000;0.72;0.36
1497;973;1;1;19;5800000;0.71;0.93
1498;352;1;0;33;8700000;0.57;0.95
1500;883;1;0;3;2200000;0.3;0.47
1501;127;1;0;46;1900000;0.43;0.21
1502;955;0;0;24;5500000;0.66;0.73
1504;460;0;0;2;4300000;0.36;0.2
1505;487;1;1;13;9000000;0.05;0.1
1510;829;0;0;30;600000;0.87;0.04
1511;352;1;0;49;9200000;0.83;0.96
1513;811;0;0;29;9100000;0.36;0.49
1514;631;1;1;4;7300000;0.24;0.5
1515;325;0;0;28;4400000;0.6;0.03
1516;262;0;0;4;4000000;0.13;0.21
1517;280;0;0;43;700000;0.49;0.73
1518;595;0;0;22;4000000;0.21;0.21
1519;244;1;1;44;8400000;0.05;0.56
1520;820;0;1;3;3800000;0.74;0.77
1521;676;1;1;26;5800000;0.48;0.92
1523;973;0;0;22;600000;0.01;0.79
1525;199;1;0;7;600000;0.56;0.81
1527;352;0;0;14;2800000;0.53;0.46
1529;694;0;0;32;5700000;0.86;0.66
1530;865;1;1;2;6200000;0.54;0.11
1531;190;0;0;14;4800000;0.53;0.95
1534;523;0;1;44;5300000;0.33;0.38
1535;928;1;1;27;3800000;0.63;0.08
1536;910;1;1;34;2600000;0.63;0.26
1537;172;0;0;12;3000000;0.34;0.88
1538;640;0;0;17;4700000;0.17;0.17
1539;703;0;1;7;7500000;0.24;0.05
1540;478;1;1;27;7000000;0.37;0.93
1542;496;0;0;14;2400000;0.9;0.29
1544;199;0;1;32;4400000;0.56;0.85
1545;874;0;0;30;4200000;0.7;0.91
1546;847;0;0;8;0;0.11;0.36
1547;991;0;0;20;7600000;0.61;0.37
1548;694;0;1;10;5800000;0.89;0.41
1550;280;0;0;14;5600000;0.21;0
1551;946;1;0;0;6800000;0.22;0.42
1552;370;0;0;16;3000000;0.37;0.02
1554;181;0;1;1;2600000;0.5;0.71
1555;631;0;0;26;5500000;0.72;0.91
1556;109;1;1;8;7100000;0.42;0.09
1557;361;0;1;34;7100000;0.24;0.48
1558;172;1;0;28;2500000;0.74;0.05
1559;568;0;1;49;4600000;0.67;0.75
1560;829;1;0;17;6000000;0.74;0.39
1562;136;0;1;41;5400000;0.43;0.59
1563;163;0;0;6;3800000;0.35;0.33
1564;568;1;1;8;6800000;0.57;0.84
1565;577;1;0;16;7400000;0.34;0.48
1566;172;0;1;26;7000000;0.59;0.68
1568;883;1;1;44;8700000;0.22;0.18
1569;973;0;0;16;6700000;0.9;0.05
1570;397;1;1;26;400000;0.22;0.28
1572;460;1;1;2;400000;0.47;0.5
1573;577;1;1;24;700000;0.31;0.14
1574;568;1;0;42;7300000;0.79;0.33
1576;127;0;1;12;5700000;0.36;0.48
1578;523;0;0;26;4600000;0.34;0.99
1579;784;0;0;24;5800000;0.56;0.92
1581;604;0;0;11;7800000;0.01;0.94
1582;163;0;0;2;2300000;0.24;0.91
1583;298;1;1;20;8600000;0.17;0.28
1584;838;0;1;46;9500000;0.02;0.04
1585;748;1;0;18;3800000;0.96;0.33
1586;451;0;1;44;5100000;0.84;0.53
1587;262;0;1;44;600000;0.59;0.63
1588;829;0;0;32;9000000;0.3;0.47
1589;172;1;0;18;3000000;0.5;0.23
1590;982;1;1;22;2900000;0.93;0.12
1591;613;1;1;45;1200000;0.38;0.7
1592;757;1;1;34;5900000;0.78;0.75
1595;577;0;1;16;2300000;0.8;0.76
1596;973;0;0;20;6200000;0.36;0.41
1597;622;1;0;50;4400000;0.04;0.38
1601;235;1;1;1;7400000;0.33;0.71
1603;559;1;1;40;1900000;0.71;0.78
1604;460;0;0;46;9900000;0.59;0.45
1605;397;1;1;22;10000000;0.06;0.55
1608;1000;1;0;42;4600000;0.32;0.15
1611;226;0;1;1;9700000;0.41;0.95
1612;820;0;0;16;200000;0.74;0.62
1613;415;1;1;28;8500000;0.06;0.33
1614;712;1;0;14;3800000;0.1;0.36
1616;118;1;1;40;8000000;0.31;0.81
1618;289;0;0;34;1800000;0.26;0.74
1619;865;0;0;32;4200000;0.54;0.52
1621;298;0;0;34;9600000;0.54;0.65
1623;523;1;1;42;2100000;0.23;0.95
1625;775;0;0;4;5000000;0.72;0.21
1626;523;0;0;21;9300000;0.82;0.6
1627;748;1;0;43;10000000;0.53;1
1628;928;0;0;30;300000;0.74;0.53
1629;703;0;0;32;6300000;0.27;0.21
1631;955;0;1;28;9600000;0.8;0.34
1632;955;0;1;8;2200000;0.1;0.6
1633;370;0;0;30;2200000;0.45;0.06
1634;433;1;1;44;9700000;0.13;0.92
1635;388;0;0;27;1900000;0.54;0.02
1643;712;0;0;43;9600000;0.72;0.39
1644;802;1;0;20;4800000;0.23;0.74
1645;190;1;0;18;6300000;0.55;0.86
1647;262;1;1;6;2700000;0.62;0.67
1649;919;0;1;12;8100000;0.53;0.49
1650;829;1;0;0;1000000;0.49;0.61
1652;127;0;1;30;3700000;0.88;0.51
1653;559;0;0;11;1700000;1;0.2
1654;541;1;1;24;4500000;0.08;0.01
1655;730;0;0;29;4000000;0.23;1
1656;334;1;0;18;4400000;0.73;0.24
1657;523;1;0;38;2200000;0.25;0.39
1658;856;1;1;36;1000000;0.52;0.77
1662;208;1;1;30;4900000;0.47;0.65
1663;973;1;1;14;600000;0.37;0.94
1665;838;0;0;32;7800000;0.26;0.38
1667;739;1;1;8;2400000;0.28;0.53
1669;451;1;1;22;9100000;0.47;0.47
1670;730;0;0;18;7000000;0.51;0.46
1672;541;1;1;45;1700000;0.3;0.97
1673;469;1;1;19;1400000;0.61;0.87
1674;307;0;1;31;9700000;0.76;0.59
1675;361;0;1;6;5900000;0.52;0.2
1676;802;1;0;19;7000000;0.32;0.32
1677;487;0;1;40;7900000;0.59;0.52
1682;325;0;1;10;7700000;0.88;0.46
1683;865;1;0;9;2600000;0.26;0.47
1685;865;1;0;48;5400000;0.38;0.75
1686;937;1;0;5;5600000;0.54;0.58
1687;811;0;1;48;9800000;0.19;0.04
1689;424;1;0;42;1900000;0.05;0.8
1690;955;1;1;40;500000;0.63;0.46
1691;361;1;0;39;9500000;0.63;0.36
1692;901;0;0;4;1400000;0.61;0.05
1694;829;1;1;48;7000000;0.31;0.18
1695;928;1;0;36;200000;0.63;0.87
1696;343;0;0;6;1400000;0.09;0.27
1699;928;0;0;34;5900000;0.85;0.82
1700;181;1;0;28;3500000;0.75;0.89
1703;334;1;0;35;8100000;0.03;0.3
1704;406;1;0;16;1000000;0.25;0.5
1705;415;1;1;41;5900000;0.18;0.42
1707;235;1;1;26;2600000;0.95;0.3
1708;217;0;0;3;7400000;0.34;0.45
1709;820;0;1;19;4600000;0.45;0.93
1710;676;1;0;47;7100000;0.2;0.09
1711;784;0;0;38;3500000;0.41;0.39
1712;352;0;0;26;9800000;0;0.62
1714;820;1;0;40;3200000;0.97;0.48
1715;118;1;1;40;3000000;0.46;0.17
1717;415;0;0;40;9200000;0.39;0.34
1718;379;0;1;46;900000;0.1;0.24
